,Open,High,Low,Close,Headlines,Average Mean,Differential,Sentiment,Polarity,Average Polarity
2017-07-07,969.5499880000001,980.1099849999999,969.1400150000001,978.76001,"Amazon’s Kindle e-readers and tablets have been able to play music for years, and there are a few ways to move your listening library to a new device.",951.5803069000008,10.969969999999876,1,0.14545454545454545,0.06754387556887521
2017-07-08,969.5499880000001,980.1099849999999,969.1400150000001,978.76001,"Amazon’s Kindle e-readers and tablets have been able to play music for years, and there are a few ways to move your listening library to a new device.",952.6045067300007,10.969969999999876,1,0.14545454545454545,0.07049842102342067
2017-07-09,969.5499880000001,980.1099849999999,969.1400150000001,978.76001,"Amazon’s Kindle e-readers and tablets have been able to play music for years, and there are a few ways to move your listening library to a new device.",953.5267070500007,10.969969999999876,1,0.14545454545454545,0.07345296647796613
2017-07-10,985.0,999.4400019999999,983.5,996.4699710000001,"Amazon’s annual deals blowout, Prime Day, is back again — but not all the deals are worthwhile. Luckily, we can help.",954.6260069800006,15.940001999999936,1,0.27777777777777773,0.07773074425574392
2017-07-11,993.0,995.98999,983.7199710000001,994.1300050000001,"The authorities said the smart home device made an emergency call, but Amazon and a 911 official said that was not plausible.",955.7019072500007,12.270018999999934,0,-0.017857142857142863,0.07905217282717249
2017-07-12,1000.650024,1008.5499880000001,998.099976,1006.51001,"The authorities said the smart home device made an emergency call, but Amazon and a 911 official said that was not plausible.",956.8519072500006,10.450012000000129,0,-0.017857142857142863,0.08037360139860106
2017-07-13,1004.6199949999999,1006.8800050000001,995.900024,1000.6300050000001,"The authorities said the smart home device made an emergency call, but Amazon and a 911 official said that was not plausible.",957.7899071300006,10.979981000000066,0,-0.017857142857142863,0.08019502997002963
2017-07-14,1002.400024,1004.4500119999999,996.8900150000001,1001.8099980000001,"The authorities said the smart home device made an emergency call, but Amazon and a 911 official said that was not plausible.",958.7152068200006,7.559996999999839,0,-0.017857142857142863,0.08001645854145821
2017-07-15,1002.400024,1004.4500119999999,996.8900150000001,1001.8099980000001,"The authorities said the smart home device made an emergency call, but Amazon and a 911 official said that was not plausible.",959.7505065100006,7.559996999999839,0,-0.017857142857142863,0.08033788711288677
2017-07-16,1002.400024,1004.4500119999999,996.8900150000001,1001.8099980000001,"The authorities said the smart home device made an emergency call, but Amazon and a 911 official said that was not plausible.",960.7858062000005,7.559996999999839,0,-0.017857142857142863,0.08065931568431535
2017-07-17,1004.6900019999999,1014.75,1003.8099980000001,1010.0399779999999,"The authorities said the smart home device made an emergency call, but Amazon and a 911 official said that was not plausible.",961.9034056900005,10.940001999999936,0,-0.017857142857142863,0.08098074425574393
2017-07-18,1006.0,1026.030029,1004.0,1024.449951,The company’s acquisition of Whole Foods sets up a clash between two vastly different visions for the future of labor.,963.1651049100005,22.030029000000013,1,0.06666666666666667,0.08214741092241061
2017-07-19,1025.0,1031.589966,1022.5,1026.869995,The company’s acquisition of Whole Foods sets up a clash between two vastly different visions for the future of labor.,964.4510045700005,9.089966000000004,1,0.06666666666666667,0.08331407758907729
2017-07-20,1031.589966,1034.969971,1022.5200199999999,1028.699951,"“The Last Tycoon,” a nine-episode series, is the latest good-looking attempt to adapt F. Scott Fitzgerald for the screen.",965.7552037900006,12.449951000000056,1,0.25,0.08631407758907729
2017-07-21,1021.2800289999999,1026.099976,1011.0,1025.670044,"If China truly wants to be a climate leader, it needs to address its global climate footprint.",967.0291039400005,15.09997599999997,1,0.1,0.08781407758907729
2017-07-22,1021.2800289999999,1026.099976,1011.0,1025.670044,"If China truly wants to be a climate leader, it needs to address its global climate footprint.",968.3030040900005,15.09997599999997,1,0.1,0.08931407758907729
2017-07-23,1021.2800289999999,1026.099976,1011.0,1025.670044,"If China truly wants to be a climate leader, it needs to address its global climate footprint.",969.5769042400004,15.09997599999997,1,0.1,0.0908140775890773
2017-07-24,1028.339966,1043.01001,1027.430054,1038.949951,"If China truly wants to be a climate leader, it needs to address its global climate footprint.",970.9836034600005,15.579956000000038,1,0.1,0.09231407758907731
2017-07-25,1038.050049,1043.329956,1032.47998,1039.869995,"If China truly wants to be a climate leader, it needs to address its global climate footprint.",972.3995031200004,10.84997599999997,1,0.1,0.09381407758907731
2017-07-26,1043.199951,1053.199951,1043.199951,1052.800049,The American tech behemoth may be seeking to tailor its widely used voice recognition system to an Australian audience.,973.9447033200004,10.0,0,-0.03333333333333333,0.09398074425574399
2017-07-27,1069.550049,1083.310059,1040.180054,1046.0,"Wall Street would probably have pummeled any other retailer that turned in the kind of performance Amazon reported Thursday: profits that were less than a third of what analysts had expected.// This streaming series, inspired by the F. Scott Fitzgerald novel, stars Matt Bomer, Kelsey Grammer and Lily Collins.",975.4219030300004,43.13000499999998,1,0.04166666666666667,0.09489741092241065
2017-07-28,1012.1400150000001,1032.849976,1001.0,1020.0399779999999,"The company already has one of the most spectacular records in stock market history, enriching investors and making its founder a wealthy man.",976.6395025200004,31.84997599999997,1,0.5333333333333333,0.10073074425574399
2017-07-29,1012.1400150000001,1032.849976,1001.0,1020.0399779999999,"The company already has one of the most spectacular records in stock market history, enriching investors and making its founder a wealthy man.",977.8571020100004,31.84997599999997,1,0.5333333333333333,0.10656407758907732
2017-07-30,1012.1400150000001,1032.849976,1001.0,1020.0399779999999,"The company already has one of the most spectacular records in stock market history, enriching investors and making its founder a wealthy man.",979.0747015000004,31.84997599999997,1,0.5333333333333333,0.11239741092241066
2017-07-31,1019.0499880000001,1019.0499880000001,987.0200199999999,987.7800289999999,"“Increasingly, if you win on Amazon, you win, period,” a beverage executive says.",979.9697015000004,32.02996800000017,1,0.8,0.12089741092241069
2017-08-01,996.1099849999999,1006.400024,991.580017,996.1900019999999,"The American company’s local partner tells customers not to offer ways to dodge China’s internet filters, as a new cybersecurity law takes effect.// The series from Will Packer sounds like the reverse of HBO’s “Confederate.” It will depict a separate country founded by former slaves.",980.9488012300004,14.820007000000032,1,0.03409090909090909,0.12173832001331977
2017-08-02,1001.7700199999999,1003.2100220000001,981.7299800000001,995.8900150000001,Amazon’s nationwide jobs fair on Wednesday offered a vivid illustration of its ascendance and seemingly insatiable need for workers to fuel its growth.// New movies and TV shows are added to streaming platforms each month. Here are the titles we think are most interesting in August.,981.9249010900004,21.480042000000026,1,0.3922727272727273,0.12616104728604705
2017-08-03,999.4699710000001,999.5,984.590027,986.919983,Here’s what you need to know to start your day.,982.8113006300003,14.909973000000036,0,0.0,0.12666104728604707
2017-08-04,989.679993,991.669983,982.0,987.580017,Here’s what you need to know to start your day.,983.7043005100003,9.669983000000002,0,0.0,0.12716104728604707
2017-08-05,989.679993,991.669983,982.0,987.580017,Here’s what you need to know to start your day.,984.3963006300004,9.669983000000002,0,0.0,0.12366104728604707
2017-08-06,989.679993,991.669983,982.0,987.580017,Here’s what you need to know to start your day.,985.0222009000004,9.669983000000002,0,0.0,0.12016104728604708
2017-08-07,990.650024,995.0,987.1400150000001,992.2700199999999,Here’s what you need to know to start your day.,985.6950012000002,7.859984999999938,0,0.0,0.11666104728604708
2017-08-08,994.349976,996.2800289999999,985.7899779999999,989.840027,Here’s what you need to know to start your day.,986.3435015700002,10.490050999999994,0,0.0,0.11316104728604709
2017-08-09,982.599976,988.0,975.2700199999999,982.01001,Here’s what you need to know to start your day.,986.6813018700002,12.729980000000069,0,0.0,0.11204993617493597
2017-08-10,976.2999880000001,979.8599849999999,954.679993,956.919983,"The streaming service has extensive film and TV series offerings from India’s movie industry, but it’s not one-stop shopping.",986.7811016800001,25.17999199999997,0,0.0,0.11093882506382487
2017-08-11,960.0,970.3900150000001,951.3800050000001,967.98999,"The streaming service has extensive film and TV series offerings from India’s movie industry, but it’s not one-stop shopping.",987.0507012900001,19.010009999999966,0,0.0,0.10982771395271376
2017-08-12,960.0,970.3900150000001,951.3800050000001,967.98999,"The streaming service has extensive film and TV series offerings from India’s movie industry, but it’s not one-stop shopping.",987.3553009000002,19.010009999999966,0,0.0,0.10871660284160266
2017-08-13,960.0,970.3900150000001,951.3800050000001,967.98999,"The streaming service has extensive film and TV series offerings from India’s movie industry, but it’s not one-stop shopping.",987.6937005600001,19.010009999999966,0,0.0,0.10760549173049155
2017-08-14,978.409973,985.5,976.1900019999999,983.2999880000001,"The streaming service has extensive film and TV series offerings from India’s movie industry, but it’s not one-stop shopping.",988.1852002,9.309998000000064,0,0.0,0.10649438061938044
2017-08-15,988.900024,991.73999,982.0,982.73999,"The streaming service has extensive film and TV series offerings from India’s movie industry, but it’s not one-stop shopping.",988.6710998600001,9.739990000000034,0,0.0,0.10538326950826933
2017-08-16,981.650024,986.4600220000001,973.2199710000001,978.179993,"In nearly tripling its debt to buy Whole Foods, the e-commerce behemoth is starting to look like a traditional retailer.// President Trump wrongly suggested, again, that Amazon does not pay taxes. The company paid $412 million last year and collects sales taxes in all states that levy them.",988.9625000100001,13.240050999999994,0,-0.033333333333333326,0.10393882506382489
2017-08-17,977.840027,977.840027,960.320007,960.570007,"President Trump wrongly suggested, again, that Amazon does not pay taxes. The company paid $412 million last year and collects sales taxes in all states that levy them.",989.0400000100001,17.52001999999993,0,-0.25,0.09968557831057813
2017-08-18,961.400024,965.429993,954.650024,958.4699710000001,"Vast physical distances are becoming less limiting, bringing conveniences but perhaps eroding the state’s special identity.",989.1351996000001,10.779968999999937,1,0.1280952380952381,0.10096653069153051
2017-08-19,961.400024,965.429993,954.650024,958.4699710000001,"Vast physical distances are becoming less limiting, bringing conveniences but perhaps eroding the state’s special identity.",989.24369936,10.779968999999937,1,0.1280952380952381,0.10279293761793744
2017-08-20,961.400024,965.429993,954.650024,958.4699710000001,"Vast physical distances are becoming less limiting, bringing conveniences but perhaps eroding the state’s special identity.",989.2148993100001,10.779968999999937,1,0.1280952380952381,0.10461934454434436
2017-08-21,957.570007,961.2000119999999,945.4600220000001,953.2899779999999,"Vast physical distances are becoming less limiting, bringing conveniences but perhaps eroding the state’s special identity.",989.1342993300001,15.739989999999807,1,0.1280952380952381,0.10644575147075129
2017-08-22,955.5200199999999,967.929993,955.5,966.900024,"Vast physical distances are becoming less limiting, bringing conveniences but perhaps eroding the state’s special identity.",989.1897998100001,12.429992999999968,1,0.1280952380952381,0.10827215839715822
2017-08-23,959.3800050000001,962.0,954.2000119999999,958.0,"The companies are working together to keep pace in the race for online shoppers. They hope a transition to voice technology will help.// The F.T.C. said that the acquisition would not harm competition. In addition, Whole Foods shareholders voted to approve the deal.",989.1901001000001,7.7999880000000985,1,0.2,0.10709034021534002
2017-08-24,957.419983,959.0,941.1400150000001,952.4500119999999,"Amazon said that starting Monday, Whole Foods will offer lower prices on a “selection of best-selling staples across its stores, with much more to come.”// A bright blue (but not very bright) superhero pops up again, this time on Amazon Prime, where he stars in his third television series in 23 years.",989.0539001500001,17.859984999999938,1,0.16153846153846155,0.10552390664890644
2017-08-25,956.0,957.6199949999999,944.099976,945.26001,"A bright blue (but not very bright) superhero pops up again, this time on Amazon Prime, where he stars in his third television series in 23 years.",989.0589001500001,13.520018999999934,1,0.10769230769230771,0.10341901154401134
2017-08-26,956.0,957.6199949999999,944.099976,945.26001,"A bright blue (but not very bright) superhero pops up again, this time on Amazon Prime, where he stars in his third television series in 23 years.",988.9266003500001,13.520018999999934,1,0.10769230769230771,0.10449593462093441
2017-08-27,956.0,957.6199949999999,944.099976,945.26001,"A bright blue (but not very bright) superhero pops up again, this time on Amazon Prime, where he stars in his third television series in 23 years.",988.78080018,13.520018999999934,1,0.10769230769230771,0.10557285769785749
2017-08-28,946.5399779999999,953.0,942.25,946.0200199999999,"If the judgment of investors is any guide, Ross Stores, Home Depot and AutoZone may have the wherewithal to withstand the e-commerce titan, which just swallowed Whole Foods.// Amazon promised lower prices at Whole Foods starting Monday. We went shopping to see if prices really got cheaper.",988.6426001100001,10.75,1,0.15000000000000002,0.10707285769785749
2017-08-29,940.0,956.0,936.330017,954.0599980000001,Amazon promised lower prices at Whole Foods starting Monday. We went shopping to see if prices really got cheaper.,988.5847998200001,19.669983000000002,1,0.13333333333333333,0.10840619103119081
2017-08-30,958.4400019999999,969.409973,956.909973,967.590027,"The ruling comes amid a fight between conservationists and President Michel Temer over environmental protections and indigenous rights.// In an unusual partnership, Amazon and Microsoft are working together to extend the abilities of their voice-controlled digital assistants.",988.5540002600001,12.5,1,0.1,0.10940619103119081
2017-08-31,974.7000119999999,981.0,972.76001,980.599976,New movies and TV shows are added to streaming platforms each month. Here are the titles we think are most interesting in September.,988.64460024,8.239990000000034,1,0.37878787878787873,0.1131940698190696
2017-09-01,984.2000119999999,984.5,976.8800050000001,978.25,"Two tech reporters analyze the week’s big tech news, including Uber’s surprising new C.E.O. and how Amazon might change Whole Foods.",988.62360048,7.6199949999999035,1,0.2590909090909091,0.11533043345543324
2017-09-02,984.2000119999999,984.5,976.8800050000001,978.25,"Two tech reporters analyze the week’s big tech news, including Uber’s surprising new C.E.O. and how Amazon might change Whole Foods.",988.47230043,7.6199949999999035,1,0.2590909090909091,0.1174667970917969
2017-09-03,984.2000119999999,984.5,976.8800050000001,978.25,"Two tech reporters analyze the week’s big tech news, including Uber’s surprising new C.E.O. and how Amazon might change Whole Foods.",988.29700014,7.6199949999999035,1,0.2590909090909091,0.11960316072816055
2017-09-04,984.2000119999999,984.5,976.8800050000001,978.25,"Two tech reporters analyze the week’s big tech news, including Uber’s surprising new C.E.O. and how Amazon might change Whole Foods.",988.12169985,7.6199949999999035,1,0.2590909090909091,0.12173952436452419
2017-09-05,975.400024,976.7700199999999,960.3699949999999,965.2700199999999,"Two tech reporters analyze the week’s big tech news, including Uber’s surprising new C.E.O. and how Amazon might change Whole Foods.",987.8165997599999,16.400025000000028,1,0.2590909090909091,0.12387588800088783
2017-09-06,968.320007,971.840027,960.599976,967.7999880000001,"Two tech reporters analyze the week’s big tech news, including Uber’s surprising new C.E.O. and how Amazon might change Whole Foods.",987.5367993499999,11.240050999999994,1,0.2590909090909091,0.1260122516372515
2017-09-07,974.0,980.590027,972.5499880000001,979.4699710000001,The online retail giant said it is seeking a location in North America for a new complex that would cost as much as $5 billion to build and operate.// Here’s what you need to know to start your day.,987.3644989399999,8.040038999999865,1,0.009090909090909094,0.12610316072816058
2017-09-08,979.099976,979.8800050000001,963.4699710000001,965.900024,"“The Store,” at No. 4 after three weeks on the hardcover fiction list, features a married couple at war with a dominant online retailer.// The company would help itself, and the country, by putting its new headquarters outside of the Northeast, the West Coast or Chicago.",987.0772992299999,16.410033999999996,1,0.12878787878787878,0.12739103951603936
2017-09-09,979.099976,979.8800050000001,963.4699710000001,965.900024,"“The Store,” at No. 4 after three weeks on the hardcover fiction list, features a married couple at war with a dominant online retailer.// The company would help itself, and the country, by putting its new headquarters outside of the Northeast, the West Coast or Chicago.",986.7767993499999,16.410033999999996,1,0.12878787878787878,0.12489103951603937
2017-09-10,979.099976,979.8800050000001,963.4699710000001,965.900024,"“The Store,” at No. 4 after three weeks on the hardcover fiction list, features a married couple at war with a dominant online retailer.// The company would help itself, and the country, by putting its new headquarters outside of the Northeast, the West Coast or Chicago.",986.3684997899999,16.410033999999996,1,0.12878787878787878,0.12239103951603937
2017-09-11,974.4600220000001,981.9400019999999,974.2199710000001,977.9600220000001,"The company would help itself, and the country, by putting its new headquarters outside of the Northeast, the West Coast or Chicago.",986.0808002099999,7.720030999999835,1,0.06818181818181818,0.11928497890997876
2017-09-12,983.2700199999999,984.669983,975.5200199999999,982.580017,"The company would help itself, and the country, by putting its new headquarters outside of the Northeast, the West Coast or Chicago.",985.8393005799999,9.14996300000007,1,0.06818181818181818,0.11617891830391816
2017-09-13,983.9699710000001,1000.0,979.419983,999.599976,"The company would help itself, and the country, by putting its new headquarters outside of the Northeast, the West Coast or Chicago.",985.7219000699998,20.580016999999998,1,0.06818181818181818,0.11686073648573635
2017-09-14,996.7999880000001,998.5599980000001,987.73999,992.2100220000001,"The company would help itself, and the country, by putting its new headquarters outside of the Northeast, the West Coast or Chicago.",985.6140002899998,10.82000800000003,1,0.06818181818181818,0.11654255466755453
2017-09-15,993.01001,996.25,984.0300289999999,986.7899779999999,"Here’s our pick of the titles joining streaming services this weekend.// A week after Amazon announced plans for a second headquarters somewhere in North America, Walmart said on Friday that it is building a new home office in Bentonville.// This week’s Canada Letter, which is for and about Canada and Canadians, looks at the underwater hunt for traces of a Cold War fighter.",985.3811999999998,12.2199710000001,0,-0.15454545454545454,0.11499710012209999
2017-09-16,993.01001,996.25,984.0300289999999,986.7899779999999,"Here’s our pick of the titles joining streaming services this weekend.// A week after Amazon announced plans for a second headquarters somewhere in North America, Walmart said on Friday that it is building a new home office in Bentonville.// This week’s Canada Letter, which is for and about Canada and Canadians, looks at the underwater hunt for traces of a Cold War fighter.",985.1463995799999,12.2199710000001,0,-0.15454545454545454,0.11345164557664544
2017-09-17,993.01001,996.25,984.0300289999999,986.7899779999999,"Here’s our pick of the titles joining streaming services this weekend.// A week after Amazon announced plans for a second headquarters somewhere in North America, Walmart said on Friday that it is building a new home office in Bentonville.// This week’s Canada Letter, which is for and about Canada and Canadians, looks at the underwater hunt for traces of a Cold War fighter.",985.2311993799999,12.2199710000001,0,-0.15454545454545454,0.1119061910311909
2017-09-18,990.400024,992.7899779999999,968.169983,974.1900019999999,"Hubert Joly, Best Buy’s chief executive, has reshaped nearly every aspect of the business. He explains the playbook behind the company’s success.",985.1899994199999,24.619994999999903,1,0.25,0.1144061910311909
2017-09-19,977.25,978.23999,967.4600220000001,969.8599849999999,The bankruptcy filing by Toys “R” Us shows just how much pain store operators are feeling — and highlighted that more suffering is in store.,985.10549929,10.77996799999994,1,0.35,0.11790619103119089
2017-09-20,971.7899779999999,974.8099980000001,962.159973,973.2100220000001,A British television news report said that the online retailer’s algorithms were automatically offering items that could be used to create an explosive device.,985.18849978,12.650025000000028,0,0.0,0.11790619103119089
2017-09-21,971.3099980000001,971.7000119999999,962.0200199999999,964.650024,A British television news report said that the online retailer’s algorithms were automatically offering items that could be used to create an explosive device.,985.02710024,9.67999199999997,0,0.0,0.11790619103119089
2017-09-22,961.01001,965.6099849999999,954.419983,955.099976,"Drama, comedy and the search for meaning: This weekend brings the goods.",984.81340029,11.190001999999936,0,0.0,0.11790619103119089
2017-09-23,961.01001,965.6099849999999,954.419983,955.099976,"Drama, comedy and the search for meaning: This weekend brings the goods.",984.72270022,11.190001999999936,0,0.0,0.11790619103119089
2017-09-24,961.01001,965.6099849999999,954.419983,955.099976,"Drama, comedy and the search for meaning: This weekend brings the goods.",984.39659976,11.190001999999936,0,0.0,0.11695619103119088
2017-09-25,949.3099980000001,949.419983,932.8900150000001,939.7899779999999,Officials and business leaders across North America are going to extreme lengths to court Amazon to put its second headquarters in their city.,983.91739932,16.52996799999994,0,-0.0625,0.11538119103119088
2017-09-26,945.48999,948.6300050000001,931.75,938.599976,"We invite you to make a pitch to Amazon for its second headquarters, giving your choice of location, and your reasons.",983.42629886,16.880005000000097,0,0.0,0.11443119103119087
2017-09-27,948.0,955.2999880000001,943.2999880000001,950.8699949999999,"The company introduced a wide collection of new Echo devices that are smaller, cheaper and, in some cases, built for specific areas of the home.",982.98329898,12.0,1,0.009090909090909087,0.11319925629925615
2017-09-28,951.8599849999999,959.7000119999999,950.099976,956.400024,"The company introduced a wide collection of new Echo devices that are smaller, cheaper and, in some cases, built for specific areas of the home.",982.62139895,9.600035999999932,1,0.009090909090909087,0.11129016539016526
2017-09-29,960.1099849999999,964.830017,958.3800050000001,961.349976,"The company introduced a wide collection of new Echo devices that are smaller, cheaper and, in some cases, built for specific areas of the home.",982.21259891,6.4500119999999015,1,0.009090909090909087,0.11188107448107436
2017-09-30,960.1099849999999,964.830017,958.3800050000001,961.349976,"The company introduced a wide collection of new Echo devices that are smaller, cheaper and, in some cases, built for specific areas of the home.",981.8130987899999,6.4500119999999015,1,0.009090909090909087,0.11247198357198346
2017-10-01,960.1099849999999,964.830017,958.3800050000001,961.349976,"The company introduced a wide collection of new Echo devices that are smaller, cheaper and, in some cases, built for specific areas of the home.",981.3891986499999,6.4500119999999015,1,0.009090909090909087,0.11306289266289257
2017-10-02,964.0,967.3099980000001,952.1199949999999,959.1900019999999,"The company introduced a wide collection of new Echo devices that are smaller, cheaper and, in some cases, built for specific areas of the home.",980.9436987699999,15.19000300000016,1,0.009090909090909087,0.11365380175380167
2017-10-03,958.0,963.6900019999999,950.3699949999999,957.099976,The decision comes as European authorities consider a raft of proposals aimed at increasing the amount of tax paid by American technology companies.,980.4772986299998,13.320007000000032,0,0.0,0.11415380175380169
2017-10-04,954.2100220000001,967.7899779999999,954.0499880000001,965.4500119999999,"The European Commission said it would take Ireland to court for not clawing back billions from Apple, and ordered Luxembourg to recover around $293 million from Amazon.",980.1919989499999,13.739989999999807,0,0.0,0.11465380175380169
2017-10-05,970.0,981.51001,969.6400150000001,980.849976,"The European Commission said it would take Ireland to court for not clawing back billions from Apple, and ordered Luxembourg to recover around $293 million from Amazon.",980.2326984199998,11.869994999999903,0,0.0,0.11515380175380169
2017-10-06,975.6400150000001,995.75,975.6400150000001,989.580017,"The European Commission said it would take Ireland to court for not clawing back billions from Apple, and ordered Luxembourg to recover around $293 million from Amazon.",980.2251984199997,20.109984999999938,0,0.0,0.11243626928626922
2017-10-07,975.6400150000001,995.75,975.6400150000001,989.580017,"The European Commission said it would take Ireland to court for not clawing back billions from Apple, and ordered Luxembourg to recover around $293 million from Amazon.",980.3616986599998,20.109984999999938,0,0.0,0.10864839049839042
2017-10-08,975.6400150000001,995.75,975.6400150000001,989.580017,"The European Commission said it would take Ireland to court for not clawing back billions from Apple, and ordered Luxembourg to recover around $293 million from Amazon.",980.5774988299999,20.109984999999938,0,0.0,0.10486051171051164
2017-10-09,993.23999,998.5,987.5,990.98999,"The European Commission said it would take Ireland to court for not clawing back billions from Apple, and ordered Luxembourg to recover around $293 million from Amazon.",980.8073987299998,11.0,0,0.0,0.10107263292263285
2017-10-10,996.669983,997.9500119999999,980.099976,987.2000119999999,"The European Commission said it would take Ireland to court for not clawing back billions from Apple, and ordered Luxembourg to recover around $293 million from Amazon.",980.9993988499998,17.850035999999932,0,0.0,0.09728475413475407
2017-10-11,991.2700199999999,995.5,986.7000119999999,995.0,"The European Commission said it would take Ireland to court for not clawing back billions from Apple, and ordered Luxembourg to recover around $293 million from Amazon.",981.4127991199998,8.799988000000099,0,0.0,0.09349687534687527
2017-10-12,996.8099980000001,1008.4400019999999,992.400024,1000.929993,"How can third-party sellers offer “new” books at prices below even the Amazon discount?// Isa Hackett, of “The Man in the High Castle,” goes public with her story of lewd propositions she says Roy Price made toward her in 2015.",981.8854993199998,16.039977999999905,1,0.0987878787878788,0.09069687534687527
2017-10-13,1007.0,1007.7700199999999,1001.0300289999999,1002.9400019999999,Other countries have their eyes on the money that lawmakers want to put on American tax rolls. But a European crackdown could work in Washington’s favor.// Streaming services are constantly adding new stuff to their libraries. Here are six fresh favorites.,982.2008990999998,6.739991000000032,1,0.05189393939393939,0.08758323898323893
2017-10-14,1007.0,1007.7700199999999,1001.0300289999999,1002.9400019999999,Other countries have their eyes on the money that lawmakers want to put on American tax rolls. But a European crackdown could work in Washington’s favor.// Streaming services are constantly adding new stuff to their libraries. Here are six fresh favorites.,982.5788989699998,6.739991000000032,1,0.05189393939393939,0.08664763292263288
2017-10-15,1007.0,1007.7700199999999,1001.0300289999999,1002.9400019999999,Other countries have their eyes on the money that lawmakers want to put on American tax rolls. But a European crackdown could work in Washington’s favor.// Streaming services are constantly adding new stuff to their libraries. Here are six fresh favorites.,982.8206988899999,6.739991000000032,1,0.05189393939393939,0.08571202686202684
2017-10-16,1008.4400019999999,1009.570007,1001.0399779999999,1006.340027,"With universities, an international airport and lots of space, the New Jersey city says it is the perfect location for the online retailer’s second headquarters.",983.0964990599999,8.530029000000127,1,0.28409090909090906,0.08709839049839047
2017-10-17,1005.590027,1011.4699710000001,1004.3800050000001,1009.1300050000001,Amazon’s original-programming division was already considering a change in strategy before the accusation against its top executive.,983.4001990099999,7.089966000000004,1,0.5,0.09064384504384503
2017-10-18,1009.2700199999999,1022.3099980000001,996.5499880000001,997.0,"To land Amazon’s second headquarters, the city is playing up its tech talent pool and infrastructure, but the cost of doing business is steep.",983.4054993,25.760009999999966,0,0.0,0.08786606726606724
2017-10-19,990.0,991.0499880000001,980.23999,986.6099849999999,"Daniel Radcliffe suffers for his art in this true-life survival tale about the Israeli adventurer Yossi Ghinsberg.// The shopping site keeps a record of the products you browse in the hope you’ll return to close the deal, but you can turn off the tracking.// The online retailer is moving in. Booksellers are nervous. But disrupting Australians’ reading habits might not be so easy to do.",983.3302990999999,10.809998000000064,0,-0.08333333333333331,0.08721130536130532
2017-10-20,993.5300289999999,994.6199949999999,982.0,982.909973,"Amazon’s handling of accusations of sexual harassment involving Roy Price, who ran its movie and television operations, has set off confusion, debate and finger-pointing.",983.09429873,12.619994999999903,1,0.5,0.09238987678987674
2017-10-21,993.5300289999999,994.6199949999999,982.0,982.909973,"Amazon’s handling of accusations of sexual harassment involving Roy Price, who ran its movie and television operations, has set off confusion, debate and finger-pointing.",982.91709841,12.619994999999903,1,0.5,0.09756844821844818
2017-10-22,993.5300289999999,994.6199949999999,982.0,982.909973,"Amazon’s handling of accusations of sexual harassment involving Roy Price, who ran its movie and television operations, has set off confusion, debate and finger-pointing.",982.7280981600001,12.619994999999903,1,0.5,0.1027470196470196
2017-10-23,986.7299800000001,986.7800289999999,962.5,966.2999880000001,"The bidders came from 43 U.S. states, as well as Canada and Mexico. Amazon says the project will create 50,000 jobs, and that the winner will be announced next year.",982.3729980600001,24.2800289999999,0,0.0,0.10292559107559102
2017-10-24,969.0,979.849976,965.0,975.900024,"Boxy, unadorned and often overlooked, warehouses are suddenly in hot demand, thanks in part to a rise in e-commerce as consumer shopping habits move online.",982.1138983200002,14.84997599999997,1,0.225,0.10535416250416244
2017-10-25,978.0,984.4400019999999,966.23999,972.909973,"This week’s newsletter examines the urge to resist outsiders, from the bookish left and the populist right.// With permission, Amazon’s couriers in many cities will unlock homes and drop packages inside. Other companies are trying similar tactics.",981.7425982700001,18.2000119999999,1,0.13214285714285715,0.10685416250416244
2017-10-26,980.330017,982.900024,968.5499880000001,972.429993,"The proposed deal, which could be worth more than $60 billion, would accelerate the health care industry’s transformation.// Whodunit? The government, of course, in a British thriller that follows in the hallowed footsteps of “Edge of Darkness” and “State of Play.”// Among the factors that will affect where the company chooses to put its new headquarters: cost, diversity, universities — and coffee roasters.",981.2223986900001,14.350035999999932,1,0.2340909090909091,0.10852840492840488
2017-10-27,1058.140015,1105.579956,1050.550049,1100.949951,"Drama, Joan Didion and a return to the Upside Down: This weekend brings the goods.// As the e-commerce giant moves into physical retail and health care, traditional businesses may feel the need to take pre-emptive action, including seeking deals.// While Amazon appears interested in exploring the pharmacy business, the questions are when they would make the move, and in what direction.",981.9631982500001,55.029907000000094,1,0.032407407407407406,0.10818581233581227
2017-10-28,1058.140015,1105.579956,1050.550049,1100.949951,"Drama, Joan Didion and a return to the Upside Down: This weekend brings the goods.// As the e-commerce giant moves into physical retail and health care, traditional businesses may feel the need to take pre-emptive action, including seeking deals.// While Amazon appears interested in exploring the pharmacy business, the questions are when they would make the move, and in what direction.",982.6856982500001,55.029907000000094,1,0.032407407407407406,0.10600988640988634
2017-10-29,1058.140015,1105.579956,1050.550049,1100.949951,"Drama, Joan Didion and a return to the Upside Down: This weekend brings the goods.// As the e-commerce giant moves into physical retail and health care, traditional businesses may feel the need to take pre-emptive action, including seeking deals.// While Amazon appears interested in exploring the pharmacy business, the questions are when they would make the move, and in what direction.",983.4384973200001,55.029907000000094,1,0.032407407407407406,0.1053339604839604
2017-10-30,1095.01001,1122.790039,1093.560059,1110.849976,New movies and TV shows are added to streaming platforms all the time. Here are the ones we think are most interesting in the coming month.,984.2902966400002,29.22998000000007,1,0.37878787878787873,0.1081218392718392
